Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier	Digital Archive URL (new)
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	93	[1:10,000]	43.485435	-80.177665	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-93	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	94	[1:10,000]	43.485341	-80.166636	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-94	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	95	[1:10,000]	43.485653	-80.153933	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-95	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	96	[1:10,000]	43.485591	-80.14286	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-96	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	97	[1:10,000]	43.485373	-80.131788	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-97	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	98	[1:10,000]	43.485373	-80.119472	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-98	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	99	[1:10,000]	43.48531	-80.108399	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-99	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	100	[1:10,000]	43.485279	-80.097284	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-100	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	101	[1:10,000]	43.485248	-80.085783	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-101	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	102	[1:10,000]	43.485248	-80.074668	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-102	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	103	[1:10,000]	43.485279	-80.063553	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-103	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	104	[1:10,000]	43.485217	-80.051751	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-104	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	105	[1:10,000]	43.485186	-80.040379	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-105	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	106	[1:10,000]	43.485155	-80.029263	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-106	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	107	[1:10,000]	43.485124	-80.018749	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-107	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	108	[1:10,000]	43.485124	-80.007892	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-108	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	109	[1:10,000]	43.485155	-79.996691	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-109	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	110	[1:10,000]	43.485092	-79.98549	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-110	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	111	[1:10,000]	43.485061	-79.974246	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-111	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	112	[1:10,000]	43.484999	-79.962959	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-112	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	113	[1:10,000]	43.484999	-79.9506	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-113	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	114	[1:10,000]	43.484968	-79.939356	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-114	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	115	[1:10,000]	43.484937	-79.928284	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-115	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	116	[1:10,000]	43.484906	-79.91704	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-116	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	117	[1:10,000]	43.484906	-79.905968	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-117	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	118	[1:10,000]	43.484781	-79.894896	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-118	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	119	[1:10,000]	43.484781	-79.883137	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-119	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4334	120	[1:10,000]	43.48475	-79.87215	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4334	AirPhotos_Hamilton_1978_4334-120	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	210	[1:10,000]	43.50069	-80.171313	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-210	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	211	[1:10,000]	43.500659	-80.159297	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-211	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	212	[1:10,000]	43.500659	-80.147967	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-212	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	213	[1:10,000]	43.500628	-80.136595	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-213	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	214	[1:10,000]	43.500597	-80.125265	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-214	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	215	[1:10,000]	43.500566	-80.113721	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-215	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	216	[1:10,000]	43.500659	-80.102434	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-216	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	217	[1:10,000]	43.500628	-80.090289	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-217	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	218	[1:10,000]	43.500659	-80.079217	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-218	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	219	[1:10,000]	43.500597	-80.067973	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-219	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	220	[1:10,000]	43.500535	-80.056901	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-220	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	221	[1:10,000]	43.500503	-80.045829	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-221	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	222	[1:10,000]	43.500503	-80.034714	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-222	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	223	[1:10,000]	43.500503	-80.023685	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-223	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	224	[1:10,000]	43.500441	-80.012612	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-224	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	225	[1:10,000]	43.500379	-80.000811	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-225	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	226	[1:10,000]	43.500379	-79.989867	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-226	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	227	[1:10,000]	43.500285	-79.978709	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-227	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	228	[1:10,000]	43.500223	-79.967337	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-228	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	229	[1:10,000]	43.500254	-79.956307	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-229	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	230	[1:10,000]	43.500036	-79.946437	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-230	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	231	[1:10,000]	43.499819	-79.935451	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-231	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	232	[1:10,000]	43.499694	-79.924293	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-232	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	233	[1:10,000]	43.499476	-79.913263	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-233	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	234	[1:10,000]	43.499227	-79.902148	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-234	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	235	[1:10,000]	43.499227	-79.892321	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-235	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	236	[1:10,000]	43.499227	-79.882579	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-236	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	237	[1:10,000]	43.499165	-79.872708	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-237	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	238	[1:10,000]	43.499165	-79.861379	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-238	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	239	[1:10,000]	43.499289	-79.850221	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-239	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4335	240	[1:10,000]	43.499258	-79.839149	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4335	AirPhotos_Hamilton_1978_4335-240	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	210	[1:10,000]	43.515101	-80.142431	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-210	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	211	[1:10,000]	43.515132	-80.131273	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-211	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	212	[1:10,000]	43.515257	-80.121102	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-212	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	213	[1:10,000]	43.515288	-80.109944	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-213	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	214	[1:10,000]	43.515195	-80.098786	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-214	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	215	[1:10,000]	43.515164	-80.087414	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-215	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	216	[1:10,000]	43.515195	-80.076342	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-216	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	217	[1:10,000]	43.515195	-80.066299	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-217	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	218	[1:10,000]	43.515195	-80.055957	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-218	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	219	[1:10,000]	43.515132	-80.045571	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-219	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	220	[1:10,000]	43.515039	-80.034499	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-220	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	221	[1:10,000]	43.515039	-80.024199	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-221	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	222	[1:10,000]	43.515008	-80.014157	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-222	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	223	[1:10,000]	43.515039	-80.003686	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-223	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	224	[1:10,000]	43.514946	-79.992871	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-224	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	225	[1:10,000]	43.514915	-79.982743	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-225	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	226	[1:10,000]	43.514883	-79.972572	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-226	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	227	[1:10,000]	43.514852	-79.962316	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-227	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	228	[1:10,000]	43.514821	-79.95223	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-228	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	229	[1:10,000]	43.51479	-79.941931	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-229	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	230	[1:10,000]	43.51479	-79.931588	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-230	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	231	[1:10,000]	43.514852	-79.920774	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-231	#N/A
	Regional Municipality of Hamilton-Wentworth and Surrounding Area		Hamilton	1978	4336	232	[1:10,000]	43.514852	-79.910474	http://library.mcmaster.ca/maps/airphotos/thumbnails/image_not_available.png			Ontario. Ministry of Natural Resources		[Publisher unknown]	[Place of publication unknown]	1978																_4336	AirPhotos_Hamilton_1978_4336-232	#N/A
